1,3919,2.6909,0,0,0,0,0,31.4,2,0,0,0,3106,2.55,9002,0,0.96,1142,0,0,0,1201,0,0,0,0,1932,11,0,0,4489,0,0,0,0,2949,1591,0,7253,0,0
1,4.17,2.1144,0,0,0,0,0,30.8,1,1,0,0,2461,1393,8723,1,989,1144,0,0,0,1104,1,0,0,0,2214,-204,0,0,1542,0,0,0,0,3315,1967,0,7257,0,0
1,3932,3.2512,0,0,0,0,0,26.7,2,4,0,0,3279,2585,9.11,0,1009,1152,0,0,0,1092,0,0,0,0,1942,-8,0,0,4891,0,0,0,1,3076,2417,0,7601,0,0
1,3,2.7098,0,0,0,0,0,20,0,2,0,0,2.1,918,6594,0,1108,1167,0,0,0,1024,0,0,0,0,1414,1073,0,8361,1333,0,0,0,1,3046,5,0,6.69,0,0
1,4236,3.3944,0,0,0,0,0,29.4,2,4,0,-271,3449,2753,9528,2,1004,1147,0,0,0,1137,0,0,0,0,1985,-2,0,10348,5588,0,0,0,0,3351,2405,0,8003,0,0
1,4236,3.4286,0,0,0,0,0,28.6,2,4,0,-275,3313,2522,9383,1,1014,1149,0,0,0,1119,0,0,0,0,1.98,-8,0,10276,4746,0,0,0,0,3351,2556,0,7904,0,0
1,5,5.0476,1,0,0,0,0,11.1,0,3,0,0,2872,722,9657,0,1092,1153,0,0,0,1125,0,0,0,0,2,446,0,18375,0.8,0,0,0,1,4712,4583,0,9303,0,0
1,4525,3.8301,0,0,0,0,0,31.6,3,2,0,-39,3418,2468,9786,5,0.98,1142,0,0,0,1179,0,0,0,0,2119,-2,0,11115,3889,0,0,0,0,3379,2143,0,7.95,0,0
1,4596,3.0777,0,0,0,0,2,44.4,2,0,0,0,2.97,875,9.54,0,968,1115,0,0,0,1328,1,0,0,0,2175,41,0,0,1069,0,0,0,0,3626,1917,0,7939,0,0
1,5.04,3.6112,0,0,1,0,2,41.2,0,4,3,-1.29,3483,1258,10159,8,1069,1127,0,1,0,1199,1,0,0,0,2323,5,0,30959,1711,0,1,2,1,3888,3.5,1,8706,0,0
1,4.91,2.7414,0,0,0,0,2,52.9,0,2,0,-302,3364,629,10.06,5,1018,1098,0,0,0,1279,3,0,0,0,2333,4,0,10717,1207,0,1,0,0,3767,2.5,0,8427,0,0
1,3618,2.1906,0,0,0,0,0,29.4,2,0,0,0,2333,1522,7853,0,959,1147,0,0,0,1178,0,0,0,0,1732,294,0,0,2094,0,0,0,0,2794,1.7,0,6333,0,0
1,4214,2.6272,0,0,0,0,0,30,3,0,0,0,2523,1459,8755,0,959,1145,0,0,0,1213,0,0,0,0,1902,-181,0,0,2052,0,0,0,0,2998,1722,0,6.77,0,0
1,3732,2.3391,0,0,0,0,0,30,2,0,0,0,2511,1585,8.16,0,959,1145,0,0,0,1196,0,0,0,0,1802,-181,0,0,2488,0,0,0,0,2846,1667,0,6557,0,0
1,3879,2.5951,0,0,0,0,0,31,2,0,0,0,2908,2281,8743,0,0.96,1143,0,0,0,1202,0,0,0,0,1902,36,0,0,3685,0,0,0,0,2924,1611,0,7029,0,0
1,3942,2.7719,1,0,0,0,0,31.6,2,0,0,0,3.44,2777,9207,0,969,1141,0,0,0,1.22,0,0,1,0,1.95,3,0,0,5294,0,0,0,0,3542,1739,0,8127,0,1
1,3966,2852,1,0,0,0,0,32,2,0,0,0,4075,3146,9522,0,965,1138,0,0,0,1243,0,1,0,0,1.97,0,1,0,6909,0,0,0,0,6866,1603,0,11578,0,1
1,3732,2.3761,0,0,1,0,0,26.3,2,0,1,0,2532,1585,8.16,0,969,1157,0,0,0,1152,0,0,0,0,1802,-195,0,0,2488,0,0,1,2,2858,2,1,6599,0,0
1,4,2.6264,0,0,0,0,0,23.1,0,0,0,0,2167,811,8318,0,972,1166,0,0,0,1182,0,0,0,0,1732,-522,0,0,1,0,0,0,0,2991,2,1,6579,0,0
1,2,1.1521,0,0,0,0,0,16.7,1,1,0,0,1549,0,4174,0,1016,1173,0,0,0,0.93,0,0,0,0,1,-1099,0,0,1,0,0,0,1,2279,4,0,4948,0,0
1,3732,2.4062,0,0,0,0,0,27.8,2,1,0,0,2555,1585,8.16,1,979,1.15,0,0,0,1134,0,0,0,0,1802,-205,0,0,2488,0,0,0,1,2874,2333,0,6649,0,0
1,4,2.3699,0,0,0,0,0,30,1,1,0,0,2273,1,8482,0,998,1146,0,0,0,1.09,1,0,0,0,2.17,0.34,0,0,1,0,0,0,0,3302,2083,0,7174,0,0
1,3414,2.2525,0,0,0,0,0,20,2,2,0,0,2243,1,7408,0,1031,1166,0,0,0,0.98,0,0,0,0,1618,-642,0,0,1707,0,0,0,2,2817,3.75,0,6.32,0,0
1,4.17,2.8042,0,0,0,0,0,23.1,2,2,0,0,2449,971,8597,1,1015,1.16,0,0,0,1044,0,0,0,0,1848,391,0,0,1542,0,0,0,2,3047,3367,0,6782,0,0
1,4303,2.9558,0,0,0,0,0,25,2,2,0,0,2608,1459,8815,2,1005,1156,0,0,0,1056,0,0,0,0,1932,-229,0,0,1745,0,0,0,2,3083,3056,0,6914,0,0
1,3414,2.6294,0,0,0,0,0,37.5,1,1,0,0,2333,1,7408,1,1012,1.13,0,0,0,1215,0,0,0,0,1618,-0.66,0,0,1707,0,0,0,1,3188,3.5,0,7035,0,0
1,4214,3.0057,0,0,0,0,0,25,1,2,0,0,2608,1459,8755,1,1005,1156,0,0,0,1104,0,0,0,0,1902,-236,0,0,2052,0,0,0,1,3087,2722,0,6989,0,0
1,3848,2.8521,0,0,0,0,0,27.3,2,2,0,0,2858,2,8584,1,993,1151,0,0,0,1117,0,0,0,0,1879,-76,0,0,3284,0,0,0,1,2997,2375,0,7074,0,0
